,tpr,fpr
17,0.5952380952380952,0.21428571428571427
18,0.5952380952380952,0.23809523809523808
9,0.5952380952380952,0.23809523809523808
10,0.5952380952380952,0.14285714285714285
18,0.5952380952380952,0.23809523809523808
13,0.5952380952380952,0.2857142857142857
8,0.5952380952380952,0.16666666666666666
17,0.5952380952380952,0.21428571428571427
18,0.5952380952380952,0.23809523809523808
12,0.5952380952380952,0.16666666666666666
17,0.5952380952380952,0.21428571428571427
17,0.5952380952380952,0.21428571428571427
11,0.5952380952380952,0.16666666666666666
17,0.5952380952380952,0.21428571428571427
20,0.6190476190476191,0.38095238095238093
10,0.6190476190476191,0.23809523809523808
11,0.6190476190476191,0.2619047619047619
20,0.6190476190476191,0.38095238095238093
19,0.6190476190476191,0.23809523809523808
19,0.6190476190476191,0.23809523809523808
19,0.6190476190476191,0.23809523809523808
21,0.6190476190476191,0.2619047619047619
20,0.6190476190476191,0.23809523809523808
20,0.6190476190476191,0.38095238095238093
20,0.6190476190476191,0.38095238095238093
20,0.6190476190476191,0.38095238095238093
19,0.6190476190476191,0.23809523809523808
19,0.6190476190476191,0.23809523809523808
22,0.6428571428571429,0.40476190476190477
16,0.6428571428571429,0.21428571428571427
15,0.6428571428571429,0.3333333333333333
22,0.6428571428571429,0.40476190476190477
21,0.6428571428571429,0.38095238095238093
21,0.6428571428571429,0.38095238095238093
17,0.6428571428571429,0.35714285714285715
14,0.6428571428571429,0.2857142857142857
12,0.6428571428571429,0.2619047619047619
22,0.6428571428571429,0.40476190476190477
22,0.6428571428571429,0.40476190476190477
21,0.6428571428571429,0.38095238095238093
13,0.6428571428571429,0.30952380952380953
21,0.6428571428571429,0.38095238095238093
22,0.6428571428571429,0.40476190476190477
12,0.6428571428571429,0.16666666666666666
13,0.6428571428571429,0.19047619047619047
21,0.6428571428571429,0.38095238095238093
15,0.6666666666666666,0.3333333333333333
14,0.6666666666666666,0.30952380952380953
14,0.6666666666666666,0.19047619047619047
15,0.6666666666666666,0.23809523809523808
23,0.6904761904761905,0.40476190476190477
24,0.6904761904761905,0.4523809523809524
23,0.6904761904761905,0.40476190476190477
24,0.6904761904761905,0.4523809523809524
16,0.6904761904761905,0.23809523809523808
23,0.6904761904761905,0.40476190476190477
24,0.6904761904761905,0.4523809523809524
23,0.6904761904761905,0.40476190476190477
17,0.6904761904761905,0.2857142857142857
24,0.6904761904761905,0.4523809523809524
22,0.6904761904761905,0.2619047619047619
23,0.6904761904761905,0.2857142857142857
23,0.6904761904761905,0.40476190476190477
24,0.6904761904761905,0.4523809523809524
25,0.7142857142857143,0.4523809523809524
19,0.7142857142857143,0.35714285714285715
18,0.7142857142857143,0.2857142857142857
26,0.7142857142857143,0.5
25,0.7142857142857143,0.4523809523809524
26,0.7142857142857143,0.5
25,0.7142857142857143,0.4523809523809524
26,0.7142857142857143,0.5
25,0.7142857142857143,0.4523809523809524
25,0.7142857142857143,0.4523809523809524
26,0.7142857142857143,0.5
26,0.7142857142857143,0.5
27,0.7380952380952381,0.5
21,0.7380952380952381,0.42857142857142855
20,0.7380952380952381,0.35714285714285715
27,0.7380952380952381,0.5
24,0.7380952380952381,0.2857142857142857
17,0.7380952380952381,0.38095238095238093
28,0.7380952380952381,0.5952380952380952
27,0.7380952380952381,0.5
28,0.7380952380952381,0.5952380952380952
16,0.7380952380952381,0.3333333333333333
25,0.7380952380952381,0.30952380952380953
27,0.7380952380952381,0.5
27,0.7380952380952381,0.5
28,0.7380952380952381,0.5952380952380952
28,0.7380952380952381,0.5952380952380952
28,0.7380952380952381,0.5952380952380952
18,0.7380952380952381,0.35714285714285715
19,0.7380952380952381,0.40476190476190477
26,0.7619047619047619,0.30952380952380953
27,0.7619047619047619,0.3333333333333333
17,0.7619047619047619,0.35714285714285715
22,0.7619047619047619,0.42857142857142855
16,0.7619047619047619,0.3333333333333333
23,0.7619047619047619,0.5
18,0.7857142857142857,0.35714285714285715
20,0.7857142857142857,0.40476190476190477
19,0.7857142857142857,0.42857142857142855
21,0.7857142857142857,0.42857142857142855
28,0.8095238095238095,0.3333333333333333
20,0.8095238095238095,0.42857142857142855
30,0.8095238095238095,0.6190476190476191
21,0.8095238095238095,0.4523809523809524
29,0.8095238095238095,0.5952380952380952
18,0.8095238095238095,0.38095238095238093
19,0.8095238095238095,0.4523809523809524
29,0.8095238095238095,0.5952380952380952
30,0.8095238095238095,0.6190476190476191
30,0.8095238095238095,0.6190476190476191
29,0.8095238095238095,0.5952380952380952
29,0.8095238095238095,0.38095238095238093
30,0.8095238095238095,0.6190476190476191
30,0.8095238095238095,0.6190476190476191
29,0.8095238095238095,0.5952380952380952
29,0.8095238095238095,0.5952380952380952
24,0.8333333333333334,0.5
25,0.8333333333333334,0.5238095238095238
21,0.8333333333333334,0.47619047619047616
20,0.8333333333333334,0.4523809523809524
31,0.8571428571428571,0.6190476190476191
22,0.8571428571428571,0.4523809523809524
32,0.8571428571428571,0.6666666666666666
31,0.8571428571428571,0.6190476190476191
23,0.8571428571428571,0.5238095238095238
31,0.8571428571428571,0.40476190476190477
23,0.8571428571428571,0.47619047619047616
32,0.8571428571428571,0.6666666666666666
31,0.8571428571428571,0.6190476190476191
30,0.8571428571428571,0.38095238095238093
31,0.8571428571428571,0.6190476190476191
32,0.8571428571428571,0.6666666666666666
22,0.8571428571428571,0.42857142857142855
31,0.8571428571428571,0.6190476190476191
32,0.8571428571428571,0.6666666666666666
32,0.8571428571428571,0.6666666666666666
32,0.8809523809523809,0.40476190476190477
22,0.8809523809523809,0.47619047619047616
23,0.8809523809523809,0.5
33,0.8809523809523809,0.6190476190476191
24,0.8809523809523809,0.47619047619047616
25,0.8809523809523809,0.5238095238095238
27,0.8809523809523809,0.6428571428571429
26,0.8809523809523809,0.5238095238095238
24,0.9047619047619048,0.5238095238095238
26,0.9047619047619048,0.5238095238095238
25,0.9047619047619048,0.5476190476190477
25,0.9047619047619048,0.5714285714285714
35,0.9047619047619048,0.7142857142857143
24,0.9047619047619048,0.5
27,0.9047619047619048,0.5476190476190477
34,0.9047619047619048,0.6190476190476191
33,0.9285714285714286,0.6666666666666666
37,0.9285714285714286,0.7380952380952381
34,0.9285714285714286,0.6904761904761905
33,0.9285714285714286,0.6666666666666666
27,0.9285714285714286,0.5952380952380952
26,0.9285714285714286,0.5714285714285714
34,0.9285714285714286,0.6904761904761905
33,0.9285714285714286,0.6666666666666666
33,0.9285714285714286,0.6666666666666666
36,0.9285714285714286,0.7142857142857143
34,0.9285714285714286,0.6904761904761905
33,0.9285714285714286,0.6666666666666666
34,0.9285714285714286,0.6904761904761905
28,0.9285714285714286,0.5476190476190477
34,0.9285714285714286,0.6904761904761905
27,0.9285714285714286,0.6190476190476191
29,0.9285714285714286,0.6190476190476191
26,0.9285714285714286,0.5476190476190477
29,0.9523809523809523,0.7619047619047619
28,0.9523809523809523,0.6190476190476191
39,0.9523809523809523,0.7857142857142857
29,0.9523809523809523,0.6904761904761905
28,0.9523809523809523,0.6428571428571429
29,0.9523809523809523,0.6904761904761905
38,0.9523809523809523,0.7380952380952381
28,0.9523809523809523,0.5952380952380952
36,0.9761904761904762,0.9047619047619048
35,0.9761904761904762,0.6904761904761905
31,0.9761904761904762,0.8333333333333334
30,0.9761904761904762,0.6904761904761905
31,0.9761904761904762,0.9285714285714286
30,0.9761904761904762,0.6904761904761905
35,0.9761904761904762,0.6904761904761905
36,0.9761904761904762,0.9047619047619048
36,0.9761904761904762,0.9047619047619048
36,0.9761904761904762,0.9047619047619048
30,0.9761904761904762,0.6190476190476191
31,0.9761904761904762,0.7619047619047619
35,0.9761904761904762,0.6904761904761905
35,0.9761904761904762,0.6904761904761905
36,0.9761904761904762,0.9047619047619048
41,0.9761904761904762,0.9523809523809523
40,0.9761904761904762,0.7857142857142857
30,0.9761904761904762,0.7619047619047619
31,0.9761904761904762,0.8333333333333334
35,0.9761904761904762,0.6904761904761905
42,1.0,0.9523809523809523
37,1.0,0.9047619047619048
38,1.0,1.0
32,1.0,0.9285714285714286
33,1.0,1.0
43,1.0,1.0
32,1.0,0.8333333333333334
38,1.0,1.0
33,1.0,1.0
37,1.0,0.9047619047619048
32,1.0,0.8333333333333334
33,1.0,1.0
37,1.0,0.9047619047619048
38,1.0,1.0
32,1.0,0.7619047619047619
33,1.0,1.0
37,1.0,0.9047619047619048
38,1.0,1.0
37,1.0,0.9047619047619048
38,1.0,1.0
