fpr,tpr,threshold,n_pos,n_neg
0.0,0.0,1.7321491430623723,2212,16267
0.0,0.0004520795660036,0.7321491430623722,2212,16267
0.0,0.0009041591320072,0.7288462249267154,2212,16267
6.14741501198746e-05,0.0013562386980108,0.7222755201271954,2212,16267
6.14741501198746e-05,0.002260397830018,0.718953538671598,2212,16267
0.0001229483002397,0.002260397830018,0.7094895258082426,2212,16267
0.0001229483002397,0.0027124773960217,0.7093432893656552,2212,16267
0.0001844224503596,0.0027124773960217,0.7074204091169588,2212,16267
0.0002458966004794,0.0031645569620253,0.7070226402928843,2212,16267
0.0002458966004794,0.0036166365280289,0.6972988583908779,2212,16267
0.0004303190508391,0.0036166365280289,0.6898510570596312,2212,16267
0.0004917932009589,0.0045207956600361,0.6857299175502797,2212,16267
0.0004917932009589,0.0040687160940325,0.6858820754230017,2212,16267
0.0005532673510788,0.0045207956600361,0.6839417632409738,2212,16267
0.0005532673510788,0.005877034358047,0.6826397576456551,2212,16267
0.0006762156513186,0.005877034358047,0.68139065261381,2212,16267
0.0006762156513186,0.0063291139240506,0.6806686020929463,2212,16267
0.0007376898014384,0.0063291139240506,0.6760122318090281,2212,16267
0.0007376898014384,0.0072332730560578,0.672887623730621,2212,16267
0.0007991639515583,0.0072332730560578,0.6726818371130089,2212,16267
0.0007991639515583,0.0076853526220614,0.6725271503608437,2212,16267
0.0008606381016782,0.0076853526220614,0.6721683722530167,2212,16267
0.0008606381016782,0.0081374321880651,0.6708561761882924,2212,16267
0.0009221122517981,0.0090415913200723,0.6666504638397537,2212,16267
0.0009221122517981,0.0081374321880651,0.6689727247368403,2212,16267
0.0010450605520378,0.0090415913200723,0.6663350851238599,2212,16267
0.0010450605520378,0.0103978300180831,0.6604313393604337,2212,16267
0.0011065347021577,0.0103978300180831,0.6592354275326665,2212,16267
0.0011065347021577,0.011754068716094,0.6582563857046201,2212,16267
0.0011065347021577,0.0126582278481012,0.6575390650593964,2212,16267
0.0011065347021577,0.0131103074141048,0.6566816114297458,2212,16267
0.0013524313026372,0.0131103074141048,0.6518316179404516,2212,16267
0.0013524313026372,0.0135623869801084,0.6512732272188494,2212,16267
0.0015368537529968,0.0135623869801084,0.6502538168959747,2212,16267
0.0015368537529968,0.0140144665461121,0.6501767715541008,2212,16267
0.0017212762033564,0.0144665461121157,0.6424732948513296,2212,16267
0.0017212762033564,0.0140144665461121,0.6425126888657452,2212,16267
0.0017827503534763,0.0144665461121157,0.6421301900506288,2212,16267
0.0017827503534763,0.0162748643761302,0.6392809673724307,2212,16267
0.0018442245035962,0.0162748643761302,0.6390602459170681,2212,16267
0.0018442245035962,0.0167269439421338,0.6382646633549922,2212,16267
0.0019671728038359,0.0167269439421338,0.6369383242833397,2212,16267
0.0019671728038359,0.0185352622061482,0.6364229759574653,2212,16267
0.0023974918546751,0.0185352622061482,0.6278896266267324,2212,16267
0.0023974918546751,0.0189873417721519,0.6258431538993457,2212,16267
0.0025204401549148,0.0194394213381555,0.6231909468988766,2212,16267
0.0025204401549148,0.0189873417721519,0.6248375670313453,2212,16267
0.0026433884551546,0.0194394213381555,0.6231151294389338,2212,16267
0.0027663367553943,0.0203435804701627,0.6204475905602368,2212,16267
0.0027663367553943,0.0194394213381555,0.6217462081246624,2212,16267
0.0028278109055142,0.0203435804701627,0.6200042722734753,2212,16267
0.0028278109055142,0.0207956600361663,0.6198031372681676,2212,16267
0.0029507592057539,0.0207956600361663,0.6192858097409266,2212,16267
0.0029507592057539,0.0216998191681736,0.6187612426754907,2212,16267
0.0029507592057539,0.0226039783001808,0.6186565056621959,2212,16267
0.0030737075059937,0.0226039783001808,0.6171020930049553,2212,16267
0.0030737075059937,0.023508137432188,0.6144218702945027,2212,16267
0.0031966558062334,0.023508137432188,0.6125514892618233,2212,16267
0.0031966558062334,0.0248643761301989,0.6117062630300635,2212,16267
0.0032581299563533,0.0248643761301989,0.6079044494963263,2212,16267
0.0032581299563533,0.0253164556962025,0.6075362193895668,2212,16267
0.0033810782565931,0.0262206148282097,0.6062241997236187,2212,16267
0.0033810782565931,0.0253164556962025,0.6066641094757179,2212,16267
0.0035655007069527,0.0262206148282097,0.6059180534797384,2212,16267
0.0035655007069527,0.0266726943942133,0.6057893371356154,2212,16267
0.003872871457552,0.0266726943942133,0.604635634397253,2212,16267
0.003872871457552,0.0271247739602169,0.6043050425141239,2212,16267
0.0039343456076719,0.0271247739602169,0.6040302927895614,2212,16267
0.0040572939079117,0.0271247739602169,0.6039757102149917,2212,16267
0.0040572939079117,0.0275768535262206,0.6033913849530845,2212,16267
0.0041187680580315,0.0275768535262206,0.6033524108498494,2212,16267
0.0041187680580315,0.0280289330922242,0.6028818952150115,2212,16267
0.0041802422081514,0.0280289330922242,0.6028229345697854,2212,16267
0.0041802422081514,0.0289330922242314,0.6026591334497609,2212,16267
0.0044876129587508,0.0307414104882459,0.5988321469604714,2212,16267
0.0044876129587508,0.0289330922242314,0.6003039122463347,2212,16267
0.0045490871088707,0.0307414104882459,0.5987591784055318,2212,16267
0.0045490871088707,0.0316455696202531,0.5981704899119293,2212,16267
0.0049794061597098,0.0316455696202531,0.5961666457760019,2212,16267
0.0049794061597098,0.0325497287522604,0.5955153824114958,2212,16267
0.0051023544599495,0.0325497287522604,0.5952546447321209,2212,16267
0.0051023544599495,0.033001808318264,0.594626640210279,2212,16267
0.0054097252105489,0.033001808318264,0.5940504164894335,2212,16267
0.0054097252105489,0.0334538878842676,0.5930520326147787,2212,16267
0.0055326735107887,0.0334538878842676,0.5921326275749261,2212,16267
0.0055326735107887,0.0348101265822784,0.5916875797688049,2212,16267
0.0055941476609085,0.0352622061482821,0.5912019134652752,2212,16267
0.0055941476609085,0.0348101265822784,0.5915105751902574,2212,16267
0.0057170959611483,0.0352622061482821,0.5897787509864807,2212,16267
0.0057170959611483,0.0361663652802893,0.5890575216612437,2212,16267
0.0059015184115079,0.0361663652802893,0.5888014359254106,2212,16267
0.0059015184115079,0.0370705244122965,0.5879604698659631,2212,16267
0.0060244667117477,0.0370705244122965,0.5852124910123291,2212,16267
0.0060244667117477,0.0379746835443038,0.5850939217012255,2212,16267
0.0060859408618675,0.0379746835443038,0.5849265955004092,2212,16267
0.0060859408618675,0.0397830018083182,0.5838211237985772,2212,16267
0.0061474150119874,0.0397830018083182,0.5836629273234416,2212,16267
0.0061474150119874,0.0411392405063291,0.5811941594191866,2212,16267
0.0062703633122272,0.0411392405063291,0.5806855822977054,2212,16267
0.0062703633122272,0.0415913200723327,0.5806554536986288,2212,16267
0.006331837462347,0.044755877034358,0.5785808098105673,2212,16267
0.006331837462347,0.0415913200723327,0.580647370233029,2212,16267
0.0064547857625868,0.044755877034358,0.5770883633539426,2212,16267
0.0064547857625868,0.0452079566003616,0.5768176889862437,2212,16267
0.0065162599127067,0.0452079566003616,0.5767643716763758,2212,16267
0.0065162599127067,0.0456600361663652,0.576711796059446,2212,16267
0.0067621565131862,0.0456600361663652,0.5756813301268006,2212,16267
0.0067621565131862,0.0470162748643761,0.5747732816557061,2212,16267
0.0068851048134259,0.0470162748643761,0.5745237488149278,2212,16267
0.0068851048134259,0.0474683544303797,0.5737835674896412,2212,16267
0.0069465789635458,0.0474683544303797,0.5735215637813401,2212,16267
0.0069465789635458,0.0483725135623869,0.5721449039154152,2212,16267
0.0070695272637855,0.0488245931283905,0.5709441084550297,2212,16267
0.0070695272637855,0.0483725135623869,0.5713728828306378,2212,16267
0.0071310014139054,0.0488245931283905,0.5703492937191071,2212,16267
0.0071310014139054,0.0492766726943942,0.5703137572791058,2212,16267
0.0072539497141452,0.0492766726943942,0.5693106689800612,2212,16267
0.0072539497141452,0.0497287522603978,0.5686372095371841,2212,16267
0.007315423864265,0.0497287522603978,0.5683491919597502,2212,16267
0.007315423864265,0.0501808318264014,0.5678800153362371,2212,16267
0.0074998463146247,0.0501808318264014,0.5672882233795986,2212,16267
0.0074998463146247,0.0510849909584086,0.566817644718523,2212,16267
0.0075613204647445,0.0510849909584086,0.5666747195837429,2212,16267
0.0075613204647445,0.0519891500904159,0.5666103193156181,2212,16267
0.0076227946148644,0.0528933092224231,0.5662148717223774,2212,16267
0.0076227946148644,0.0519891500904159,0.5666024026123331,2212,16267
0.0077457429151041,0.0528933092224231,0.5661458943098099,2212,16267
0.0077457429151041,0.0560578661844484,0.563287647138632,2212,16267
0.007807217065224,0.0560578661844484,0.5626307638819297,2212,16267
0.007807217065224,0.056509945750452,0.5622495452082495,2212,16267
0.0079916395155836,0.056509945750452,0.5617676571575282,2212,16267
0.0079916395155836,0.0569620253164556,0.5615153229632343,2212,16267
0.0080531136657035,0.0569620253164556,0.5610366539086995,2212,16267
0.0080531136657035,0.0574141048824593,0.5608637085456852,2212,16267
0.0081145878158234,0.0578661844484629,0.5597224324781319,2212,16267
0.0084834327165426,0.0583182640144665,0.5589620478826007,2212,16267
0.0084834327165426,0.0578661844484629,0.5590023547882513,2212,16267
0.0085449068666625,0.0596745027124773,0.5586376169839544,2212,16267
0.0085449068666625,0.0583182640144665,0.5588260953987128,2212,16267
0.0086063810167824,0.0596745027124773,0.5582529662522129,2212,16267
0.0086063810167824,0.060126582278481,0.5582455905845407,2212,16267
0.0087293293170221,0.060126582278481,0.5576438519145152,2212,16267
0.0087293293170221,0.0605786618444846,0.55750625404991,2212,16267
0.008790803467142,0.0605786618444846,0.5574325252632835,2212,16267
0.008790803467142,0.0610307414104882,0.5570595806376488,2212,16267
0.0088522776172619,0.0610307414104882,0.5569219598744894,2212,16267
0.0088522776172619,0.0637432188065099,0.5551559570901715,2212,16267
0.0089137517673818,0.0637432188065099,0.5551066301662557,2212,16267
0.0089137517673818,0.0641952983725135,0.5548460396809012,2212,16267
0.0089752259175016,0.0641952983725135,0.5548359642285619,2212,16267
0.0089752259175016,0.0682640144665461,0.5533578587675388,2212,16267
0.0090367000676215,0.0687160940325497,0.5528599774297254,2212,16267
0.0090367000676215,0.0682640144665461,0.553030707580437,2212,16267
0.0092211225179811,0.0687160940325497,0.5519156928396539,2212,16267
